time,price
2024-11-30 05:03:04,80706.0036
2024-11-30 05:03:06,80708.1233
2024-11-30 05:03:08,80711.2168
2024-11-30 05:03:10,80711.5238
2024-11-30 05:03:12,80691.0787
2024-11-30 05:03:14,80667.8722
2024-11-30 05:03:16,80671.4364
2024-11-30 05:03:18,80641.9713
2024-11-30 05:03:20,80642.2547
2024-11-30 05:03:22,80667.6993
2024-11-30 05:03:24,80673.7818
2024-11-30 05:03:26,80667.0751
2024-11-30 05:03:28,80682.0662
2024-11-30 05:03:30,80700.1616
2024-11-30 05:03:32,80716.9511
2024-11-30 05:03:34,80729.7018
2024-11-30 05:03:36,80724.0601
2024-11-30 05:03:38,80719.1387
2024-11-30 05:03:40,80701.3896
2024-11-30 05:03:42,80686.6355
2024-11-30 05:03:44,80702.1123
2024-11-30 05:03:46,80704.9503
2024-11-30 05:03:48,80693.769
2024-11-30 05:03:50,80694.8741
2024-11-30 05:03:52,80721.0606
2024-11-30 05:03:54,80730.035
2024-11-30 05:03:56,80743.5164
2024-11-30 05:03:58,80734.0942
2024-11-30 05:04:00,80712.3344
2024-11-30 05:04:02,80696.842
2024-11-30 05:04:04,80677.1095
2024-11-30 05:04:06,80693.2558
2024-11-30 05:04:08,80676.4223
2024-11-30 05:04:10,80676.6955
2024-11-30 05:04:12,80698.583
2024-11-30 05:04:14,80717.2697
2024-11-30 05:04:16,80692.8487
2024-11-30 05:04:18,80706.0826
2024-11-30 05:04:20,80691.7027
2024-11-30 05:04:22,80691.1357
2024-11-30 05:04:24,80693.6898
2024-11-30 05:04:26,80674.0265
2024-11-30 05:04:28,80662.9577
2024-11-30 05:04:30,80662.4111
2024-11-30 05:04:32,80665.1874
2024-11-30 05:04:34,80649.5536
2024-11-30 05:04:36,80634.4609
2024-11-30 05:04:38,80623.8285
2024-11-30 05:04:40,80614.5986
2024-11-30 05:04:42,80605.6137
2024-11-30 05:04:44,80597.431
2024-11-30 05:04:46,80591.5041
2024-11-30 05:04:48,80617.6555
2024-11-30 05:04:50,80617.7012
2024-11-30 05:04:52,80607.4685
2024-11-30 05:04:54,80589.6041
2024-11-30 05:04:56,80570.8503
2024-11-30 05:04:58,80550.9173
2024-11-30 05:05:00,80562.9618
2024-11-30 05:05:02,80562.5803
2024-11-30 05:05:04,80525.6876
2024-11-30 05:05:06,80524.7064
2024-11-30 05:05:08,80544.4008
2024-11-30 05:05:10,80553.2619
2024-11-30 05:05:12,80535.8492
2024-11-30 05:05:14,80511.906
2024-11-30 05:05:16,80541.0294
2024-11-30 05:05:18,80529.9258
2024-11-30 05:05:20,80552.5321
2024-11-30 05:05:22,80555.4358
2024-11-30 05:05:24,80562.3196
2024-11-30 05:05:26,80561.055
2024-11-30 05:05:28,80557.2108
2024-11-30 05:05:30,80574.2242
2024-11-30 05:05:32,80558.8064
2024-11-30 05:05:34,80547.7753
2024-11-30 05:05:36,80509.0547
2024-11-30 05:05:38,80508.4047
2024-11-30 05:05:40,80492.3056
2024-11-30 05:05:42,80502.0835
2024-11-30 05:05:44,80480.4369
2024-11-30 05:05:46,80468.4289
2024-11-30 05:05:48,80471.2041
2024-11-30 05:05:50,80479.6511
2024-11-30 05:05:52,80485.4244
2024-11-30 05:05:54,80460.0729
2024-11-30 05:05:56,80438.6452
2024-11-30 05:05:58,80418.3689
2024-11-30 05:06:00,80401.3892
2024-11-30 05:06:02,80405.1857
2024-11-30 05:06:04,80414.4446
2024-11-30 05:06:06,80423.2748
2024-11-30 05:06:08,80414.1266
2024-11-30 05:06:10,80407.3054
2024-11-30 05:06:12,80412.6467
2024-11-30 05:06:14,80427.0397
2024-11-30 05:06:16,80420.7058
2024-11-30 05:06:18,80427.9593
2024-11-30 05:06:20,80419.6425
2024-11-30 05:06:22,80416.5993
2024-11-30 05:06:24,80414.5605
2024-11-30 05:06:26,80440.9706
2024-11-30 05:06:28,80421.4782
2024-11-30 05:06:30,80399.2777
2024-11-30 05:06:32,80381.5704
2024-11-30 05:06:34,80399.5779
2024-11-30 05:06:36,80427.6658
2024-11-30 05:06:38,80443.5714
2024-11-30 05:06:40,80420.4636
2024-11-30 05:06:42,80407.0907
2024-11-30 05:06:44,80399.1143
2024-11-30 05:06:46,80407.1257
2024-11-30 05:06:48,80407.7884
2024-11-30 05:06:50,80428.4516
2024-11-30 05:06:52,80417.8932
2024-11-30 05:06:54,80417.2638
2024-11-30 05:06:56,80418.6675
2024-11-30 05:06:58,80417.4172
2024-11-30 05:07:00,80403.6942
2024-11-30 05:07:02,80402.7646
2024-11-30 05:07:04,80389.0926
2024-11-30 05:07:06,80394.6417
2024-11-30 05:07:08,80389.9383
2024-11-30 05:07:10,80369.6971
2024-11-30 05:07:12,80358.3427
2024-11-30 05:07:14,80372.948
2024-11-30 05:07:16,80353.3946
2024-11-30 05:07:18,80341.6192
2024-11-30 05:07:20,80314.3848
2024-11-30 05:07:22,80319.0223
2024-11-30 05:07:24,80297.4972
2024-11-30 05:07:26,80303.9929
2024-11-30 05:07:28,80308.8518
2024-11-30 05:07:30,80322.1471
2024-11-30 05:07:32,80310.9878
2024-11-30 05:07:34,80319.6519
2024-11-30 05:07:36,80300.8323
2024-11-30 05:07:38,80295.9431
2024-11-30 05:07:40,80299.8054
2024-11-30 05:07:42,80294.4671
2024-11-30 05:07:44,80281.4051
2024-11-30 05:07:46,80296.0335
2024-11-30 05:07:48,80337.9688
2024-11-30 05:07:50,80339.4047
2024-11-30 05:07:52,80324.4702
2024-11-30 05:07:54,80359.9926
2024-11-30 05:07:56,80353.7827
2024-11-30 05:07:58,80351.7125
2024-11-30 05:08:00,80349.352
2024-11-30 05:08:02,80357.2274
2024-11-30 05:08:04,80357.9785
2024-11-30 05:08:06,80368.024
2024-11-30 05:08:08,80370.0735
2024-11-30 05:08:10,80394.0093
2024-11-30 05:08:12,80386.8007
2024-11-30 05:08:14,80379.2488
2024-11-30 05:08:16,80370.5609
2024-11-30 05:08:18,80376.9206
2024-11-30 05:08:20,80408.5192
2024-11-30 05:08:22,80419.7966
2024-11-30 05:08:24,80410.1426
2024-11-30 05:08:26,80414.6088
2024-11-30 05:08:28,80412.5119
2024-11-30 05:08:30,80409.7119
2024-11-30 05:08:32,80414.2978
2024-11-30 05:08:34,80390.499
2024-11-30 05:08:36,80410.9157
2024-11-30 05:08:38,80394.4889
2024-11-30 05:08:40,80361.0672
2024-11-30 05:08:42,80357.5988
2024-11-30 05:08:44,80342.4663
2024-11-30 05:08:46,80313.5342
2024-11-30 05:08:48,80310.0838
2024-11-30 05:08:50,80313.8434
2024-11-30 05:08:52,80317.8052
2024-11-30 05:08:54,80333.0741
2024-11-30 05:08:56,80352.7918
2024-11-30 05:08:58,80339.1453
2024-11-30 05:09:00,80338.1895
2024-11-30 05:09:02,80345.6981
2024-11-30 05:09:04,80337.994
2024-11-30 05:09:06,80350.1778
2024-11-30 05:09:08,80372.13
2024-11-30 05:09:10,80356.6082
2024-11-30 05:09:12,80383.7417
2024-11-30 05:09:14,80379.0706
2024-11-30 05:09:16,80355.3917
2024-11-30 05:09:18,80367.5822
2024-11-30 05:09:20,80349.1293
2024-11-30 05:09:22,80366.0755
2024-11-30 05:09:24,80344.8397
2024-11-30 05:09:26,80353.5525
2024-11-30 05:09:28,80367.5224
2024-11-30 05:09:30,80341.7533
2024-11-30 05:09:32,80364.9863
2024-11-30 05:09:34,80386.7015
2024-11-30 05:09:36,80386.185
2024-11-30 05:09:38,80384.8674
2024-11-30 05:09:40,80378.7271
2024-11-30 05:09:42,80376.4539
2024-11-30 05:09:44,80358.4921
2024-11-30 05:09:46,80372.5396
2024-11-30 05:09:48,80342.7155
2024-11-30 05:09:50,80338.761
2024-11-30 05:09:52,80318.7022
2024-11-30 05:09:54,80334.611
2024-11-30 05:09:56,80343.1363
2024-11-30 05:09:58,80308.5358
2024-11-30 05:10:00,80299.0425
2024-11-30 05:10:02,80305.2369
2024-11-30 05:10:04,80302.294
2024-11-30 05:10:06,80304.9669
2024-11-30 05:10:08,80322.3462
2024-11-30 05:10:10,80335.7118
2024-11-30 05:10:12,80342.3621
2024-11-30 05:10:14,80349.7763
2024-11-30 05:10:16,80380.3015
2024-11-30 05:10:18,80386.4068
2024-11-30 05:10:20,80375.7368
2024-11-30 05:10:22,80352.564
2024-11-30 05:10:24,80369.507
2024-11-30 05:10:26,80370.6528
2024-11-30 05:10:28,80386.7268
2024-11-30 05:10:30,80387.7205
2024-11-30 05:10:32,80379.1479
2024-11-30 05:10:34,80375.1655
2024-11-30 05:10:36,80351.6746
2024-11-30 05:10:38,80360.7101
2024-11-30 05:10:40,80352.1082
2024-11-30 05:10:42,80353.8986
2024-11-30 05:10:44,80359.5924
2024-11-30 05:10:46,80373.1418
2024-11-30 05:10:48,80368.1044
2024-11-30 05:10:50,80371.2378
2024-11-30 05:10:52,80383.0147
2024-11-30 05:10:54,80403.632
2024-11-30 05:10:56,80406.7381
2024-11-30 05:10:58,80421.0217
2024-11-30 05:11:00,80402.7492
2024-11-30 05:11:02,80410.3885
2024-11-30 05:11:04,80390.9882
2024-11-30 05:11:06,80421.1123
2024-11-30 05:11:08,80428.4969
2024-11-30 05:11:10,80409.1482
2024-11-30 05:11:12,80415.2424
2024-11-30 05:11:14,80393.9662
2024-11-30 05:11:16,80377.1743
2024-11-30 05:11:18,80390.0486
2024-11-30 05:11:20,80378.1563
2024-11-30 05:11:22,80389.9222
2024-11-30 05:11:24,80385.4963
2024-11-30 05:11:26,80367.4143
2024-11-30 05:11:28,80340.7357
2024-11-30 05:11:30,80336.9227
2024-11-30 05:11:32,80342.4191
2024-11-30 05:11:34,80356.1794
2024-11-30 05:11:36,80332.5601
2024-11-30 05:11:38,80334.9027
2024-11-30 05:11:40,80343.1728
2024-11-30 05:11:42,80359.3441
2024-11-30 05:11:44,80351.5574
2024-11-30 05:11:46,80336.8104
2024-11-30 05:11:48,80337.5444
2024-11-30 05:11:50,80364.2119
2024-11-30 05:11:52,80360.4447
2024-11-30 05:11:54,80344.7378
2024-11-30 05:11:56,80328.9926
2024-11-30 05:11:58,80323.4514
2024-11-30 05:12:00,80309.7199
2024-11-30 05:12:02,80297.8535
2024-11-30 05:12:04,80297.6932
2024-11-30 05:12:06,80298.2637
2024-11-30 05:12:08,80268.8856
2024-11-30 05:12:10,80283.7347
2024-11-30 05:12:12,80266.1054
2024-11-30 05:12:14,80247.103
2024-11-30 05:12:16,80261.5068
2024-11-30 05:12:18,80283.5337
2024-11-30 05:12:20,80275.4131
2024-11-30 05:12:22,80289.6257
2024-11-30 05:12:24,80295.1032
2024-11-30 05:12:26,80319.0541
2024-11-30 05:12:28,80312.2579
2024-11-30 05:12:30,80305.4895
2024-11-30 05:12:32,80303.6107
2024-11-30 05:12:34,80294.9048
2024-11-30 05:12:36,80268.6204
2024-11-30 05:12:38,80261.2603
2024-11-30 05:12:40,80241.333
2024-11-30 05:12:42,80252.279
2024-11-30 05:12:44,80261.5106
2024-11-30 05:12:46,80255.054
2024-11-30 05:12:48,80271.2008
2024-11-30 05:12:50,80273.1104
2024-11-30 05:12:52,80294.9094
2024-11-30 05:12:54,80310.5133
2024-11-30 05:12:56,80320.6179
2024-11-30 05:12:58,80309.6399
2024-11-30 05:13:00,80313.613
2024-11-30 05:13:02,80311.652
2024-11-30 05:13:04,80319.6652
2024-11-30 05:13:06,80308.0643
2024-11-30 05:13:08,80282.3006
2024-11-30 05:13:10,80270.5086
2024-11-30 05:13:12,80241.3971
2024-11-30 05:13:14,80265.6806
2024-11-30 05:13:16,80276.5801
2024-11-30 05:13:18,80267.4011
2024-11-30 05:13:20,80276.188
2024-11-30 05:13:22,80269.2957
2024-11-30 05:13:24,80265.566
2024-11-30 05:13:26,80266.7455
2024-11-30 05:13:28,80257.1276
2024-11-30 05:13:30,80245.6836
2024-11-30 05:13:32,80230.4648
2024-11-30 05:13:34,80253.6038
2024-11-30 05:13:36,80242.4013
2024-11-30 05:13:38,80225.8617
2024-11-30 05:13:40,80214.3688
2024-11-30 05:13:42,80227.6628
2024-11-30 05:13:44,80246.6579
2024-11-30 05:13:46,80254.6994
2024-11-30 05:13:48,80271.2479
2024-11-30 05:13:50,80285.3377
2024-11-30 05:13:52,80282.7619
2024-11-30 05:13:54,80276.1074
2024-11-30 05:13:56,80264.413
2024-11-30 05:13:58,80283.6646
2024-11-30 05:14:00,80296.1369
2024-11-30 05:14:02,80271.1875
2024-11-30 05:14:04,80248.7085
2024-11-30 05:14:06,80254.7691
2024-11-30 05:14:08,80272.0765
2024-11-30 05:14:10,80285.765
2024-11-30 05:14:12,80270.2505
2024-11-30 05:14:14,80263.6928
2024-11-30 05:14:16,80254.0254
2024-11-30 05:14:18,80265.2568
2024-11-30 05:14:20,80287.7683
2024-11-30 05:14:22,80286.8684
2024-11-30 05:14:24,80257.1816
2024-11-30 05:14:26,80253.4556
2024-11-30 05:14:28,80259.7946
2024-11-30 05:14:30,80262.8423
2024-11-30 05:14:32,80278.3756
2024-11-30 05:14:34,80286.993
2024-11-30 05:14:36,80306.5007
2024-11-30 05:14:38,80301.0796
2024-11-30 05:14:40,80318.4934
2024-11-30 05:14:42,80332.6014
2024-11-30 05:14:44,80335.8187
2024-11-30 05:14:46,80345.0867
2024-11-30 05:14:48,80336.1848
2024-11-30 05:14:50,80324.5391
2024-11-30 05:14:52,80355.5574
2024-11-30 05:14:54,80344.7404
2024-11-30 05:14:56,80332.762
2024-11-30 05:14:58,80316.6268
2024-11-30 05:15:00,80328.2126
2024-11-30 05:15:02,80342.4052
2024-11-30 05:15:04,80378.8615
2024-11-30 05:15:06,80359.8256
2024-11-30 05:15:08,80373.9726
2024-11-30 05:15:10,80388.0078
2024-11-30 05:15:12,80384.7302
2024-11-30 05:15:14,80390.0865
2024-11-30 05:15:16,80372.7107
2024-11-30 05:15:18,80380.275
2024-11-30 05:15:20,80381.8778
2024-11-30 05:15:22,80359.4143
2024-11-30 05:15:24,80381.2619
2024-11-30 05:15:26,80369.7093
2024-11-30 05:15:28,80381.1194
2024-11-30 05:15:30,80398.0993
2024-11-30 05:15:32,80393.2905
2024-11-30 05:15:34,80381.8741
2024-11-30 05:15:36,80400.4664
2024-11-30 05:15:38,80409.5831
2024-11-30 05:15:40,80380.5831
2024-11-30 05:15:42,80360.9786
2024-11-30 05:15:44,80373.8209
2024-11-30 05:15:46,80371.563
2024-11-30 05:15:48,80361.7473
2024-11-30 05:15:50,80369.7317
2024-11-30 05:15:52,80400.2489
2024-11-30 05:15:54,80393.3915
2024-11-30 05:15:56,80410.8243
2024-11-30 05:15:58,80409.7189
2024-11-30 05:16:00,80428.7293
2024-11-30 05:16:02,80429.3404
2024-11-30 05:16:04,80450.9701
2024-11-30 05:16:06,80453.218
2024-11-30 05:16:08,80425.4118
2024-11-30 05:16:10,80419.5674
2024-11-30 05:16:12,80413.69
2024-11-30 05:16:14,80417.5311
2024-11-30 05:16:16,80416.2976
2024-11-30 05:16:18,80423.5215
2024-11-30 05:16:20,80415.8157
2024-11-30 05:16:22,80404.0657
2024-11-30 05:16:24,80418.1543
2024-11-30 05:16:26,80429.4107
2024-11-30 05:16:28,80430.4118
2024-11-30 05:16:30,80411.3632
2024-11-30 05:16:32,80409.4015
2024-11-30 05:16:34,80389.5834
2024-11-30 05:16:36,80395.1372
2024-11-30 05:16:38,80418.9214
2024-11-30 05:16:40,80406.3839
2024-11-30 05:16:42,80425.0354
2024-11-30 05:16:44,80425.5872
2024-11-30 05:16:46,80427.5159
2024-11-30 05:16:48,80429.4469
2024-11-30 05:16:50,80454.7242
2024-11-30 05:16:52,80477.9204
2024-11-30 05:16:54,80481.4937
2024-11-30 05:16:56,80469.1469
2024-11-30 05:16:58,80471.8868
2024-11-30 05:17:00,80446.6068
2024-11-30 05:17:02,80464.3356
2024-11-30 05:17:04,80447.7591
2024-11-30 05:17:06,80403.0102
2024-11-30 05:17:08,80374.3835
2024-11-30 05:17:10,80394.2731
2024-11-30 05:17:12,80410.3558
2024-11-30 05:17:14,80422.4306
2024-11-30 05:17:16,80421.9639
2024-11-30 05:17:18,80415.3219
2024-11-30 05:17:20,80435.6435
2024-11-30 05:17:22,80423.3108
2024-11-30 05:17:24,80423.3073
2024-11-30 05:17:26,80422.0559
2024-11-30 05:17:28,80415.6795
2024-11-30 05:17:30,80429.0561
2024-11-30 05:17:32,80435.5806
2024-11-30 05:17:34,80434.6828
2024-11-30 05:17:36,80445.6395
2024-11-30 05:17:38,80441.3584
2024-11-30 05:17:40,80451.131
2024-11-30 05:17:42,80445.0795
2024-11-30 05:17:44,80431.2766
2024-11-30 05:17:46,80410.8621
2024-11-30 05:17:48,80404.182
2024-11-30 05:17:50,80406.9722
2024-11-30 05:17:52,80380.3062
2024-11-30 05:17:54,80384.9337
2024-11-30 05:17:56,80382.1923
2024-11-30 05:17:58,80368.4567
2024-11-30 05:18:00,80371.7385
2024-11-30 05:18:02,80418.5992
2024-11-30 05:18:04,80436.9449
2024-11-30 05:18:06,80428.2056
2024-11-30 05:18:08,80396.914
2024-11-30 05:18:10,80410.5756
2024-11-30 05:18:12,80399.2106
2024-11-30 05:18:14,80409.9428
2024-11-30 05:18:16,80391.8711
2024-11-30 05:18:18,80411.7775
2024-11-30 05:18:20,80408.6237
2024-11-30 05:18:22,80419.0161
2024-11-30 05:18:24,80413.5648
2024-11-30 05:18:26,80400.2409
2024-11-30 05:18:28,80408.776
2024-11-30 05:18:30,80407.2173
2024-11-30 05:18:32,80393.7533
2024-11-30 05:18:34,80397.2689
2024-11-30 05:18:36,80394.2017
2024-11-30 05:18:38,80406.9973
2024-11-30 05:18:40,80404.1883
2024-11-30 05:18:42,80442.6673
2024-11-30 05:18:44,80437.5035
2024-11-30 05:18:46,80432.4557
2024-11-30 05:18:48,80411.331
2024-11-30 05:18:50,80408.8014
2024-11-30 05:18:52,80395.8852
2024-11-30 05:18:54,80401.2595
2024-11-30 05:18:56,80422.098
2024-11-30 05:18:58,80420.6269
2024-11-30 05:19:00,80426.0424
2024-11-30 05:19:02,80411.238
2024-11-30 05:19:04,80426.8984
2024-11-30 05:19:06,80448.4639
2024-11-30 05:19:08,80442.6563
2024-11-30 05:19:10,80452.2576
2024-11-30 05:19:12,80464.7163
2024-11-30 05:19:14,80464.8415
2024-11-30 05:19:16,80491.6697
2024-11-30 05:19:18,80456.6518
2024-11-30 05:19:20,80444.5776
2024-11-30 05:19:22,80438.3845
2024-11-30 05:19:24,80432.6798
2024-11-30 05:19:26,80448.2101
2024-11-30 05:19:28,80443.4399
2024-11-30 05:19:30,80436.8192
2024-11-30 05:19:32,80451.4676
2024-11-30 05:19:34,80453.6361
2024-11-30 05:19:36,80458.5577
2024-11-30 05:19:38,80476.2191
2024-11-30 05:19:40,80473.002
2024-11-30 05:19:42,80486.795
2024-11-30 05:19:44,80483.5791
2024-11-30 05:19:46,80470.1021
2024-11-30 05:19:48,80466.3375
2024-11-30 05:19:50,80457.2263
2024-11-30 05:19:52,80462.4372
2024-11-30 05:19:54,80447.8805
2024-11-30 05:19:56,80474.664
2024-11-30 05:19:58,80483.0909
2024-11-30 05:20:00,80459.7239
2024-11-30 05:20:02,80452.6687
2024-11-30 05:20:04,80459.9597
2024-11-30 05:20:06,80438.7275
2024-11-30 05:20:08,80437.2352
2024-11-30 05:20:10,80435.4785
2024-11-30 05:20:12,80403.6415
2024-11-30 05:20:14,80385.6519
2024-11-30 05:20:16,80374.0394
2024-11-30 05:20:18,80338.7393
2024-11-30 05:20:20,80347.049
2024-11-30 05:20:22,80344.9869
2024-11-30 05:20:24,80357.0482
2024-11-30 05:20:26,80369.4814
2024-11-30 05:20:28,80360.3963
2024-11-30 05:20:30,80383.9086
2024-11-30 05:20:32,80410.1324
2024-11-30 05:20:34,80400.4169
2024-11-30 05:20:36,80430.1065
2024-11-30 05:20:38,80424.1469
2024-11-30 05:20:40,80423.2616
2024-11-30 05:20:42,80401.4392
2024-11-30 05:20:44,80420.0992
2024-11-30 05:20:46,80407.9764
2024-11-30 05:20:48,80408.8079
2024-11-30 05:20:50,80378.2687
2024-11-30 05:20:52,80382.2726
2024-11-30 05:20:54,80375.433
2024-11-30 05:20:56,80392.0843
2024-11-30 05:20:58,80385.5043
2024-11-30 05:21:00,80362.0864
2024-11-30 05:21:02,80333.9806
2024-11-30 05:21:04,80340.7031
2024-11-30 05:21:06,80346.7359
2024-11-30 05:21:08,80346.1395
2024-11-30 05:21:10,80355.8703
2024-11-30 05:21:12,80356.1288
2024-11-30 05:21:14,80339.4003
2024-11-30 05:21:16,80358.2465
2024-11-30 05:21:18,80341.6032
2024-11-30 05:21:20,80327.3704
2024-11-30 05:21:22,80314.6443
2024-11-30 05:21:24,80317.3328
2024-11-30 05:21:26,80324.1556
2024-11-30 05:21:28,80310.5157
2024-11-30 05:21:30,80306.7255
2024-11-30 05:21:32,80274.272
2024-11-30 05:21:34,80288.1629
2024-11-30 05:21:36,80272.9808
2024-11-30 05:21:38,80262.7398
2024-11-30 05:21:40,80281.976
2024-11-30 05:21:42,80292.1638
2024-11-30 05:21:44,80290.8385
2024-11-30 05:21:46,80298.1518
2024-11-30 05:21:48,80286.8726
2024-11-30 05:21:50,80291.6323
2024-11-30 05:21:52,80286.1616
2024-11-30 05:21:54,80285.1762
2024-11-30 05:21:56,80317.6405
2024-11-30 05:21:58,80307.4639
2024-11-30 05:22:00,80346.0339
2024-11-30 05:22:02,80348.9531
2024-11-30 05:22:04,80351.3747
2024-11-30 05:22:06,80344.3475
2024-11-30 05:22:08,80330.896
2024-11-30 05:22:10,80347.3936
2024-11-30 05:22:12,80349.8309
2024-11-30 05:22:14,80345.1537
2024-11-30 05:22:16,80346.1291
2024-11-30 05:22:18,80351.5821
2024-11-30 05:22:20,80370.0428
2024-11-30 05:22:22,80358.5716
2024-11-30 05:22:24,80390.5231
2024-11-30 05:22:26,80391.8957
2024-11-30 05:22:28,80396.5669
2024-11-30 05:22:30,80371.4075
2024-11-30 05:22:32,80362.7674
2024-11-30 05:22:34,80377.1334
2024-11-30 05:22:36,80381.8766
2024-11-30 05:22:38,80355.4384
2024-11-30 05:22:40,80341.2625
2024-11-30 05:22:42,80367.6845
2024-11-30 05:22:44,80356.6743
2024-11-30 05:22:46,80343.8476
2024-11-30 05:22:48,80330.7666
2024-11-30 05:22:50,80307.7921
2024-11-30 05:22:52,80313.6262
2024-11-30 05:22:54,80280.4225
2024-11-30 05:22:56,80265.0136
2024-11-30 05:22:58,80255.5511
2024-11-30 05:23:00,80245.1149
2024-11-30 05:23:02,80247.9858
2024-11-30 05:23:04,80240.3159
2024-11-30 05:23:06,80251.9945
2024-11-30 05:23:08,80283.5835
2024-11-30 05:23:10,80299.3742
2024-11-30 05:23:12,80320.207
2024-11-30 05:23:14,80325.2894
2024-11-30 05:23:16,80313.6452
2024-11-30 05:23:18,80296.2633
2024-11-30 05:23:20,80294.7679
2024-11-30 05:23:22,80310.557
2024-11-30 05:23:24,80304.301
2024-11-30 05:23:26,80303.6844
2024-11-30 05:23:28,80287.141
2024-11-30 05:23:30,80307.9876
2024-11-30 05:23:32,80313.2278
2024-11-30 05:23:34,80332.9317
2024-11-30 05:23:36,80340.5041
2024-11-30 05:23:38,80341.3899
2024-11-30 05:23:40,80324.855
2024-11-30 05:23:42,80325.3353
2024-11-30 05:23:44,80300.4978
2024-11-30 05:23:46,80301.5389
2024-11-30 05:23:48,80290.0113
2024-11-30 05:23:50,80290.5558
2024-11-30 05:23:52,80272.6344
2024-11-30 05:23:54,80288.7901
2024-11-30 05:23:56,80304.4626
2024-11-30 05:23:58,80314.8186
2024-11-30 05:24:00,80306.5008
2024-11-30 05:24:02,80301.5086
2024-11-30 05:24:04,80268.5882
2024-11-30 05:24:06,80272.6716
2024-11-30 05:24:08,80268.7256
2024-11-30 05:24:10,80280.8055
2024-11-30 05:24:12,80299.4225
2024-11-30 05:24:14,80303.8101
2024-11-30 05:24:16,80277.1252
2024-11-30 05:24:18,80307.2174
2024-11-30 05:24:20,80303.3963
2024-11-30 05:24:22,80324.0265
2024-11-30 05:24:24,80330.8521
2024-11-30 05:24:26,80328.7899
2024-11-30 05:24:28,80329.1204
2024-11-30 05:24:30,80305.3379
2024-11-30 05:24:32,80347.0763
2024-11-30 05:24:34,80344.1025
2024-11-30 05:24:36,80336.1941
